VAR1,Date,Total_Volume,SQRT_AveragePrice,LOG_Large_Bags,LOG_Small_Bags,LOG_Total_Bags,LOG_XLarge_Bags,LOG__4046,LOG__4225,LOG__4770
44,2015-02-22,121048.7,0.4846394999,0.0012761318,0.0016254218,0.0014997301,0,0.00350433,0.0005218028,0.0005681184
45,2015-02-15,105176.25,0.5335705285,0.0015852015,0.0011465128,0.0012601019,0,0.00310353,0.0004619087,0.0002339778
46,2015-02-08,91840.75,0.5234704885,0.0014643336,0.0008227306,0.0010007434,0,0.0027302753,0.0004828538,0.0001475088
47,2015-02-01,237910.63,0.4133019542,0.0038619153,0.0015540502,0.0022143206,0,0.0074965447,0.0010998019,0.0005102295
48,2015-01-25,109940.55,0.520060221,0.0019516319,0.001250916,0.0014404397,0,0.0029409193,0.0007083336,0.0002057132
49,2015-01-18,99496.16,0.5434829027,0.0018126933,0.0010964956,0.0012927369,0,0.0025240792,0.000802914,0.0002017084
50,2015-01-11,99757.17,0.520060221,0.0016953057,0.0011098179,0.0012672692,0,0.0025309447,0.0008313594,0.0002078805
51,2015-01-04,153506.84,0.4342949455,0.0026251866,0.0010195452,0.0014796445,0,0.004614975,0.0009349436,0.000184044
0,2015-12-27,292707.14,0.372545347,0.0041765651,0.0025873887,0.0030208646,0,0.0059531484,0.004548256,0.0019528373
1,2015-12-20,232294.71,0.4301783128,0.0033360374,0.0026110105,0.0027888379,0,0.0042276266,0.0037586311,0.0018634594
2,2015-12-13,216119.35,0.4260219031,0.0013645622,0.0025246531,0.002147243,0,0.0044328405,0.0033402186,0.0019391468
3,2015-12-06,244024.83,0.4001778964,0.000086162,0.0022538789,0.0015831078,0,0.0041585607,0.0052502765,0.0042300347
4,2015-11-29,205476.61,0.4260219031,0.0001678271,0.0021997566,0.0015697645,0,0.0038903811,0.0039568871,0.0020507977
5,2015-11-22,215985.17,0.4383729217,0.0002775665,0.002362164,0.0017143908,0,0.0038285452,0.0044635116,0.0015409029
6,2015-11-15,247795.44,0.4260219031,0.0003270716,0.002509918,0.0018311322,0,0.0044246819,0.0052045263,0.0018105298
7,2015-11-08,237248.22,0.4133019542,0.0001328216,0.0027287956,0.0019252137,0,0.0052540349,0.0036399965,0.0021403312
8,2015-11-01,230414.44,0.4424133106,0.0001960555,0.0025576758,0.0018255342,0,0.0038268299,0.0046252312,0.0050580675
9,2015-10-25,245167.14,0.4383729217,0.0003101932,0.0025134818,0.001828621,0,0.0035057549,0.0056321252,0.0055675745
10,2015-10-18,279364.03,0.4089740658,0.0002947147,0.0027809946,0.002009014,0,0.0047801909,0.0061723973,0.0018368245
11,2015-10-11,268709.29,0.4218245406,0.0005228375,0.002529828,0.0019026051,0,0.0027603172,0.0075719514,0.00523203
12,2015-10-04,269072.2,0.4342949455,0.0013503066,0.0023083404,0.001993539,0,0.0030694096,0.0075406039,0.0021778987
13,2015-09-27,272925.76,0.4342949455,0.0007480586,0.0023161933,0.0018213309,0,0.0027753773,0.0082868526,0.0015921295
14,2015-09-20,284247.2,0.4342949455,0.0014525011,0.002681663,0.0022817001,0,0.0031145103,0.0079709616,0.002049865
15,2015-09-13,346994.49,0.3957064946,0.0074823264,0.0023658379,0.0038461723,0,0.0036064351,0.0087112379,0.0043355338
16,2015-09-06,311124.27,0.4543189342,0.0024065158,0.0028866361,0.0027048276,0,0.0054093587,0.0062402611,0.0028037121
17,2015-08-30,284309.17,0.4809539749,0.0001307778,0.0027991954,0.0019732892,0,0.0050287611,0.0060597821,0.0027289283
18,2015-08-23,261084.13,0.4697239289,0.0003539006,0.0028754234,0.0020917461,0,0.0057614669,0.0041214042,0.0017897774
19,2015-08-16,314774.36,0.4301783128,0.0021373651,0.003589257,0.0031110125,0,0.0048442118,0.006629913,0.0030581295
20,2015-08-09,353118.24,0.4301783128,0.0037196359,0.0031105183,0.0032471845,0,0.0051697202,0.0079456428,0.0034989661
21,2015-08-02,272441.01,0.4809539749,0.0017914206,0.0029032266,0.0025348066,0,0.0060236875,0.0038812936,0.0024517885
22,2015-07-26,272267.5,0.4697239289,0.0014976287,0.0030968607,0.002581994,0,0.0060363145,0.0036972018,0.0033930304
23,2015-07-19,269642.38,0.458218739,0.0018525007,0.0032919519,0.0028214992,0,0.0057575718,0.0038306937,0.0019660417
24,2015-07-12,277827.44,0.4543189342,0.0019976531,0.0031198001,0.0027453254,0,0.0059758375,0.0040573826,0.0019710388
25,2015-07-05,332735.24,0.4659204337,0.002491473,0.0047360278,0.0040081812,0,0.0064835152,0.0049076414,0.0024637758
26,2015-06-28,293408.89,0.4503853629,0.0019230342,0.0039260213,0.0032806098,0,0.0060895753,0.0042163187,0.0017007887
27,2015-06-21,338638.8,0.4045998858,0.0035195779,0.0043756852,0.0040622886,0,0.0056504852,0.0061695159,0.0016555818
28,2015-06-14,389599.87,0.3957064946,0.0057415698,0.0034120887,0.0040529893,0,0.006395931,0.0078448321,0.0014789687
29,2015-06-07,335693.08,0.4543189342,0.0041626194,0.0035209371,0.0036615327,0,0.0064330446,0.0054860462,0.0020534078
30,2015-05-31,285741.48,0.458218739,0.0029666047,0.0030872272,0.0030087451,0,0.0058862358,0.0041360097,0.0032361432
31,2015-05-24,293059.1,0.4383729217,0.0019070466,0.0030473693,0.0026685377,0,0.0066989151,0.004088102,0.0017914982
32,2015-05-17,279843.22,0.4260219031,0.0023413718,0.0025621441,0.0024613826,0,0.006325097,0.0041037603,0.0014164149
33,2015-05-10,325085.14,0.4383729217,0.0033450384,0.0027234056,0.0028691359,0,0.006488569,0.0057041874,0.0016739534
34,2015-05-03,406840.38,0.4218245406,0.0049469273,0.0028183278,0.0034080584,0,0.0064018428,0.0091678406,0.0023930331
35,2015-04-26,334718.74,0.3957064946,0.0042174503,0.0029282004,0.0032691032,0.0000276961,0.0058442131,0.0064733262,0.001974186
36,2015-04-19,336520.6,0.3677381089,0.0037065444,0.0025677988,0.0028684431,0,0.0090491764,0.0032436112,0.0029874327
37,2015-04-12,369817.99,0.3374596325,0.003252168,0.0023957652,0.0026153844,0,0.0107306944,0.0033886203,0.0016597219
38,2015-04-05,360356.29,0.3628671904,0.0021267724,0.0028926823,0.0026264563,0,0.0099145643,0.0037348676,0.0024295842
39,2015-03-29,354048.59,0.377291339,0.0015068732,0.0029169278,0.0024603472,0,0.0085041716,0.0050978069,0.0029266413
40,2015-03-22,311228.44,0.4045998858,0.0001138157,0.0028490112,0.0020027369,0,0.0066433596,0.0056074059,0.002229653
41,2015-03-15,261650.41,0.4734968725,0.00006494,0.002605239,0.001819779,0,0.0049176521,0.0052787662,0.0023134033
42,2015-03-08,291046.81,0.4503853629,0.0000523635,0.0028547313,0.0019885858,0,0.0050378532,0.006440971,0.0020945916
43,2015-03-01,293036.34,0.4659204337,0.0001498761,0.0026670531,0.0018875488,0,0.0040732669,0.0073573102,0.0048735819
44,2015-02-22,242732.32,0.5061894487,0.0000266227,0.0026944604,0.001870179,0,0.0043289347,0.0050222193,0.001856498
45,2015-02-15,255465.26,0.4919277209,0.0000536242,0.0028497085,0.001985484,0,0.0044468975,0.0054431909,0.0015183098
46,2015-02-08,318770.67,0.4503853629,0.0001686698,0.0031884326,0.0022536078,0,0.0047486749,0.007891967,0.0018090716
47,2015-02-01,370223.11,0.4218245406,0.0002174583,0.0026268268,0.0018796527,0,0.0063316581,0.0089995442,0.0016696251
48,2015-01-25,249509.99,0.4697239289,0.0000489069,0.0023755581,0.0016562515,0,0.0050254538,0.0048214992,0.0015204899
49,2015-01-18,233186.09,0.4697239289,0.0000486009,0.0024548555,0.0017109868,0,0.0043956035,0.0046267026,0.0019176602
50,2015-01-11,274481.48,0.4175849904,0.0000471952,0.0027512047,0.0019154772,0,0.0055287516,0.0049535315,0.003759705
51,2015-01-04,317861.35,0.3579299918,0.0000895364,0.0043333977,0.0030222324,0,0.0058746088,0.0058754752,0.0018013767
0,2015-12-27,2326942.14,0.3579299918,0.012918085,0.0525938623,0.0408883984,0.0204661688,0.0420593181,0.0219933295,0.0332916526
1,2015-12-20,2149872.45,0.3819783676,0.0164611231,0.0496509746,0.0398031512,0.0186928195,0.0375636123,0.0191848215,0.0370487865
2,2015-12-13,2690296.07,0.3267438842,0.0213251431,0.0694629562,0.0549267181,0.014064183,0.0460709262,0.0220371568,0.026344086
3,2015-12-06,3048290.53,0.2798067457,0.0160143185,0.0719036995,0.0550619892,0.0116543438,0.0515939912,0.0328058772,0.0251014605
4,2015-11-29,2156008.93,0.372545347,0.0106688776,0.0496583079,0.0379793449,0.0128792793,0.0359907371,0.0242112899,0.0274789047
5,2015-11-22,2268076.38,0.3628671904,0.0112131517,0.0492949914,0.0378700638,0.0124560671,0.0382197208,0.0269081366,0.0293948617
6,2015-11-15,2828361.9,0.3267438842,0.0076905032,0.055463077,0.0411736782,0.0123168902,0.054810252,0.0318241867,0.0273989896
7,2015-11-08,2621078.31,0.377291339,0.0051162,0.0361506315,0.0268891953,0.010720557,0.056202725,0.0337579931,0.0291743869
8,2015-11-01,2617806.65,0.4001778964,0.0023353221,0.0278535313,0.0202459773,0.0086725353,0.0527779831,0.0437153004,0.0287423424
9,2015-10-25,2327634.45,0.4260219031,0.0006598078,0.0252112124,0.0178696254,0.0068575528,0.0419441812,0.0442099577,0.0304661979
10,2015-10-18,2661345.12,0.4001778964,0.001101527,0.026468403,0.0187900772,0.0039116704,0.044957092,0.0555703666,0.0302868973
11,2015-10-11,2591981.76,0.4133019542,0.0023059818,0.0207653834,0.0152234885,0.0056714636,0.043634766,0.0572231129,0.0289750058
12,2015-10-04,2278629.09,0.4383729217,0.0031248795,0.018647057,0.0140101108,0.0063346163,0.0344872325,0.0532947646,0.0334743953
13,2015-09-27,2674658.54,0.4045998858,0.0016846315,0.019832847,0.0144795263,0.0086763269,0.0432157435,0.0618376367,0.0316427203
14,2015-09-20,2392448.9,0.4424133106,0.002144093,0.0210543696,0.0154715559,0.0090153522,0.0440444194,0.0452496253,0.0455625769
15,2015-09-13,2549512.5,0.4383729217,0.0111400663,0.0168144259,0.0152120107,0.0106968856,0.0462269129,0.0513814585,0.0374642948
16,2015-09-06,2983163.34,0.4133019542,0.0046580031,0.0230986306,0.017593488,0.007928196,0.0765641879,0.0354613417,0.0349701454
17,2015-08-30,3037663.98,0.4045998858,0.0006124319,0.0263511472,0.0186024782,0.0051892189,0.0876821823,0.0242785356,0.0334330443
18,2015-08-23,2604991.25,0.458218739,0.0006982249,0.0206818363,0.0147112359,0.0061702475,0.0715782209,0.0259426842,0.0355847501
19,2015-08-16,2943218.77,0.4175849904,0.000132895,0.0223001423,0.0156691969,0.006073667,0.0859248285,0.0249286978,0.0308913377
20,2015-08-09,3371114.14,0.4218245406,0.0007430965,0.0225230647,0.0159645466,0.0047583192,0.0914068974,0.0389603556,0.0268004207
21,2015-08-02,2742211.46,0.4464171325,0.0005228655,0.0215467681,0.0151982771,0.003929256,0.0795735292,0.0242866366,0.0227258633
22,2015-07-26,2893887.74,0.4260219031,0.0005133776,0.0233584245,0.0164788528,0.0047598886,0.0863865502,0.0212863044,0.0307344791
23,2015-07-19,2614726.11,0.4543189342,0.0023166267,0.0215004213,0.0157191538,0.0050277998,0.0762200389,0.0201798604,0.0344322057
24,2015-07-12,2652480.7,0.458218739,0.0019910341,0.0220617498,0.0160184047,0.0051678866,0.0723931789,0.026451981,0.0322261242
25,2015-07-05,3435374.51,0.4301783128,0.0030089968,0.0278255806,0.020345496,0.0059537798,0.0992650809,0.0272067532,0.0381778186
26,2015-06-28,2921148.91,0.4218245406,0.0024368666,0.0248327822,0.0180628212,0.0047404414,0.0872320544,0.020271273,0.0293171856
27,2015-06-21,3040023.34,0.4089740658,0.0027038179,0.0246886444,0.0180821815,0.0062345932,0.0896685538,0.0228575376,0.0307868328
28,2015-06-14,3689140.93,0.3529237313,0.002552983,0.0263238444,0.0191438104,0.0050927782,0.1140360022,0.0240306248,0.0269486162
29,2015-06-07,3261844.41,0.377291339,0.002558646,0.0270960458,0.0197143119,0.0062127608,0.0985947161,0.0216371732,0.0277700386
30,2015-05-31,3196936.02,0.3819783676,0.0025288413,0.0216125098,0.0158712179,0.0054664794,0.0985290944,0.0220029846,0.0296301297
31,2015-05-24,2853904.6,0.4342949455,0.0025994404,0.0209717377,0.0154525882,0.0056792677,0.0848161833,0.0224902376,0.0284225322
32,2015-05-17,2557700.83,0.4383729217,0.0019332574,0.0207708366,0.0151060026,0.0052222173,0.0768896985,0.0188870221,0.0212878469
33,2015-05-10,3553642.53,0.3478454273,0.0018649359,0.0254546566,0.0183376958,0.0050389454,0.1139071144,0.0189157578,0.0233781259
34,2015-05-03,4015563.02,0.3478454273,0.0020203697,0.0262764172,0.0189076189,0.0033619901,0.1205578051,0.0322133288,0.023890982
35,2015-04-26,2355703.98,0.4543189342,0.0026938468,0.0207273114,0.0152341827,0.0029766221,0.0666672001,0.0206870226,0.0242428361
36,2015-04-19,2901188.07,0.4175849904,0.0079007306,0.0206566411,0.0166999948,0.0027655896,0.085455378,0.0235351216,0.0226839694
37,2015-04-12,2799667.4,0.4175849904,0.0087865616,0.0210244833,0.017228695,0.0032754181,0.0769353884,0.0279121293,0.0250968917
38,2015-04-05,2603114.56,0.4503853629,0.0064364189,0.0182123873,0.0146036939,0.0037404379,0.074268969,0.0236882672,0.0286327279
39,2015-03-29,2566690.28,0.4464171325,0.006421782,0.0185646975,0.0148130606,0.0026516505,0.0709639853,0.0258437702,0.02674478
40,2015-03-22,2466735.33,0.4503853629,0.0030885968,0.0203961713,0.0151098672,0.002642051,0.0607076671,0.0326642715,0.0265859427
41,2015-03-15,2690257.2,0.4218245406,0.00283218,0.0231814242,0.0169948916,0.0035093188,0.0778674763,0.0215324892,0.0274518391
42,2015-03-08,2797745.89,0.3866085775,0.0027327316,0.0230061756,0.0168271141,0.0029039695,0.0845166625,0.0193826618,0.0242736222
43,2015-03-01,3094278.93,0.3321449754,0.0041128859,0.0199368716,0.015101299,0.003048926,0.0901436585,0.0285186024,0.0240038817
44,2015-02-22,2954705.54,0.372545347,0.0043997481,0.0228858756,0.0172532297,0.0037651956,0.0863179582,0.0243978377,0.023892439
45,2015-02-15,2926435.94,0.372545347,0.0061071375,0.0200885954,0.015811607,0.0038431484,0.0901972722,0.0197539809,0.024252246
46,2015-02-08,2641032.65,0.4045998858,0.0077209023,0.0207448013,0.0167460104,0.004099337,0.0709968326,0.0280456159,0.0226044151
47,2015-02-01,4031949.04,0.3267438842,0.0054245931,0.0228058823,0.0175084243,0.0041912167,0.114953501,0.0409032496,0.0249909177
48,2015-01-25,2329987.29,0.4301783128,0.0063441583,0.0188930552,0.0150665351,0.0043734889,0.0646277709,0.0220582775,0.02364285
49,2015-01-18,2800679.5,0.4001778964,0.0046526897,0.0193019426,0.0148681759,0.0048207896,0.0812478768,0.0253759295,0.0230450557
50,2015-01-11,2713699.6,0.3819783676,0.0043812461,0.0165216028,0.0128854428,0.0057172963,0.0756100291,0.0297065863,0.0228641662
51,2015-01-04,2682159.95,0.3819783676,0.0064455397,0.0159776483,0.0131023637,0.0053338807,0.0777143411,0.0252960884,0.0249089802
0,2015-12-27,61654.94,0.4620856324,0.0012736311,0.0008431371,0.0009964041,0.0013307047,0.0000605703,0.0018429102,0.0012574406
1,2015-12-20,56443.43,0.4659204337,0.001635307,0.000843196,0.0010958971,0.0010722667,0.0000749176,0.0015104071,0.0010027059
2,2015-12-13,76543.82,0.4089740658,0.0023886677,0.0008751292,0.001326941,0.0005949902,0.0000804892,0.0023116448,0.0006334803
3,2015-12-06,103277.35,0.372545347,0.0033543688,0.0007930629,0.0015907388,0.0018234798,0.000096149,0.0032016355,0.0018063864
4,2015-11-29,58667.71,0.4342949455,0.0016965101,0.0008021154,0.0010841632,0.0010217843,0.0000567224,0.0016604999,0.0009196657
5,2015-11-22,60971.36,0.4503853629,0.0017852821,0.0009022893,0.0011927004,0.0014826767,0.0000580291,0.0016187752,0.0013214868
6,2015-11-15,58816.5,0.4620856324,0.001480475,0.0009641177,0.0011238775,0.0007274581,0.0000604463,0.0016531517,0.0007017026
7,2015-11-08,86929.62,0.4175849904,0.0022666722,0.0008079025,0.0013243403,0.003397903,0.0000902582,0.002561086,0.0026312027
8,2015-11-01,103768.67,0.4001778964,0.0038298363,0.0008267349,0.001770713,0.0023886352,0.0001513726,0.0029532775,0.0021365301
9,2015-10-25,64602.5,0.4697239289,0.0017259381,0.0008384013,0.001134587,0.0016070101,0.0000893323,0.0017790341,0.0016195512
10,2015-10-18,74092.73,0.458218739,0.0017645848,0.000922062,0.0011835512,0.0008965088,0.0000779331,0.0022658785,0.001154315
11,2015-10-11,74536.59,0.458218739,0.0017700986,0.0008839645,0.0011690425,0.0012538954,0.0000905721,0.0021930129,0.0019121415
12,2015-10-04,63157.22,0.4882972084,0.0011008737,0.000792238,0.0009112188,0.001365333,0.0000701878,0.0019375267,0.0016475721
13,2015-09-27,60980.52,0.513171702,0.0009132726,0.0006570438,0.0007722463,0.0017095961,0.0000640282,0.0019693093,0.0016499715
14,2015-09-20,71064.71,0.4659204337,0.0019115806,0.0006785348,0.0011318512,0.0034596276,0.0000723434,0.0019611142,0.0028606343
15,2015-09-13,85919.67,0.4383729217,0.0019730792,0.0007072017,0.0011349623,0.0022377594,0.0000760699,0.0027691712,0.0021278307
16,2015-09-06,98154.04,0.4383729217,0.002825183,0.0007952428,0.0014216751,0.0013283333,0.0000962294,0.003175925,0.0012900251
17,2015-08-30,70164.74,0.4955316351,0.0011506629,0.0008077785,0.0009759139,0.002742416,0.0002158434,0.0019705014,0.0023387092
18,2015-08-23,65333.2,0.5026619532,0.0016496685,0.0008191398,0.0010740462,0.0007394124,0.0001146304,0.0019488454,0.000774994
19,2015-08-16,78926.9,0.4809539749,0.0013487018,0.0008271768,0.0010730485,0.0036275128,0.0002220733,0.0022117444,0.0030389768
20,2015-08-09,83592.89,0.477239989,0.0018928615,0.0009047093,0.0012206059,0.0012880195,0.0001385888,0.002573722,0.0015797201
21,2015-08-02,91136.65,0.4175849904,0.00237596,0.0008605184,0.0013320212,0.0012598332,0.0000941697,0.0029026531,0.0014389672
22,2015-07-26,99545.41,0.3957064946,0.0031147086,0.0009804393,0.001624421,0.0009518869,0.0000864095,0.003122852,0.00080781
23,2015-07-19,77503.36,0.477239989,0.0012837422,0.001024622,0.0011357728,0.0017173227,0.000255541,0.0021831778,0.001936121
24,2015-07-12,72693.94,0.4955316351,0.0019836316,0.0010417583,0.0013196004,0.0004984496,0.0000902147,0.0021169651,0.000659127
25,2015-07-05,81748.59,0.5026619532,0.0018127631,0.0012290657,0.001406876,0.0007924447,0.0000856753,0.0024063906,0.0012580839
26,2015-06-28,69230.74,0.5026619532,0.0016069133,0.001138556,0.001272308,0.0003969169,0.0001006482,0.002011424,0.000416495
27,2015-06-21,78272.57,0.5096925317,0.0012415179,0.0011700021,0.0012392758,0.0022624819,0.0001467794,0.0021850364,0.0024054246
28,2015-06-14,82364.21,0.4734968725,0.0016462087,0.0011800295,0.0013228263,0.0007576336,0.0000985696,0.0024837837,0.0014011132
29,2015-06-07,98865.51,0.4503853629,0.0018224743,0.0009277842,0.0012266327,0.0016700396,0.0003580847,0.003043703,0.0017814316
30,2015-05-31,92345.33,0.4464171325,0.0022089619,0.0008668851,0.0012698494,0.0006549136,0.0003163267,0.0028736752,0.000637083
31,2015-05-24,79567.66,0.4659204337,0.0015086855,0.0007736147,0.0009993325,0.0006822655,0.0001134896,0.0027318905,0.0006346655
32,2015-05-17,73537.14,0.520060221,0.0014390063,0.0006709252,0.0009438858,0.0019481869,0.0000929879,0.0023611096,0.0018585676
33,2015-05-10,85446.43,0.4846394999,0.0022251715,0.0007120493,0.0011524743,0.0001194251,0.0001001725,0.0029375427,0.0002381592
34,2015-05-03,95550.51,0.458218739,0.0026801908,0.0006543836,0.001268507,0.000870032,0.0000893257,0.0032329066,0.0010368874
35,2015-04-26,65742.4,0.5234704885,0.0014478306,0.0007328456,0.0009647603,0.001088309,0.000091013,0.0020589965,0.0010913722
36,2015-04-19,95959.08,0.4503853629,0.0009097613,0.0014612721,0.001336656,0.0020539759,0.0000929343,0.0030529568,0.002095446
37,2015-04-12,88236.19,0.4342949455,0.0005859226,0.0014923977,0.001207101,0.0001041828,0.0001214232,0.003011205,0.0001338957
38,2015-04-05,75626.3,0.477239989,0.0012972985,0.0011875233,0.0012037349,0.0000109118,0.0000806044,0.002434345,0.0002221248
39,2015-03-29,93802.08,0.4464171325,0.0005442019,0.0016795454,0.0013298943,0.0003067536,0.0001160364,0.0031344417,0.0004385556
40,2015-03-22,95101.27,0.4424133106,0.002196641,0.0005969878,0.0011547068,0.0032822654,0.0001083349,0.0030620674,0.0029314301
41,2015-03-15,56870.1,0.5234704885,0.0011842863,0.000739888,0.000876247,0.0005423098,0.0000883787,0.001785488,0.0005081336
42,2015-03-08,62728.85,0.513171702,0.0013397649,0.0008919897,0.001027755,0.0005607519,0.0001221046,0.0018748542,0.0006340847
43,2015-03-01,78626.99,0.4543189342,0.0013698338,0.0005629571,0.0008773878,0.0029475797,0.0000683171,0.0025934749,0.0027095774
44,2015-02-22,107443.35,0.4503853629,0.0027523417,0.0007311665,0.0013302211,0.0004261784,0.0001372867,0.0037697808,0.0004781339
45,2015-02-15,80537.77,0.4955316351,0.0022577138,0.0008638634,0.0012800305,0.0005797914,0.0001689659,0.0024632504,0.0005473481
46,2015-02-08,87054.02,0.4464171325,0.0016534618,0.0007625321,0.0010299088,0.0005230521,0.0002795668,0.0028987174,0.0005133068
47,2015-02-01,125504.98,0.4045998858,0.00371688,0.0006436715,0.0016048976,0.0021764839,0.0002364476,0.0040879794,0.0020224472
48,2015-01-25,86635.35,0.4543189342,0.0021290127,0.0006629049,0.001087489,0.0000269711,0.0001003748,0.0030747389,0.0000920027
49,2015-01-18,85580.15,0.4697239289,0.0015383373,0.00076392,0.0009842039,0.0000782469,0.0000989284,0.0031131284,0.0001675651
50,2015-01-11,75129.36,0.4659204337,0.0019738278,0.0005949015,0.0009945946,0.0000243973,0.0001011107,0.0026010232,0.0000934124
51,2015-01-04,101162.98,0.4133019542,0.002798612,0.0005803023,0.0012276127,0,0.0000875649,0.0036614888,0.000111475
0,2015-12-27,545064.74,0.4424133106,0.0102286082,0.0039970653,0.0057853258,0,0.016913831,0.0021789142,0.0000213786
1,2015-12-20,350533.71,0.5234704885,0.005166489,0.0037389854,0.0041099083,0.0000418521,0.010421814,0.0015808526,0.0000362578
2,2015-12-13,529317.46,0.4342949455,0.0094565258,0.0028695977,0.0047788489,0,0.016875468,0.0024085197,0.000033564
3,2015-12-06,340513.61,0.5368949876,0.0057900507,0.0018882461,0.0030154651,0,0.0108043374,0.001701542,0.0000327
4,2015-11-29,470218.14,0.4383729217,0.0088626718,0.0020444776,0.0040337513,0,0.0152461015,0.0020708549,0.00002754
5,2015-11-22,499396.26,0.4383729217,0.0103469852,0.0024448566,0.0047505436,0.0000105674,0.0156993171,0.0023028603,0.0000284472
6,2015-11-15,368996.48,0.5268586824,0.0057638139,0.0025645817,0.0034744939,0,0.0113071457,0.0020945455,8.3685138E-6
7,2015-11-08,329065.04,0.5268586824,0.0055480767,0.0027188426,0.0035173045,5.2927785E-6,0.0097667708,0.0018332804,8.3056815E-6
8,2015-11-01,566030.64,0.4383729217,0.0099261548,0.0028335776,0.0048934759,5.3109044E-6,0.0181243194,0.002682828,0.0000128846
9,2015-10-25,307072.85,0.5368949876,0.0044536451,0.0024945068,0.0030390794,0.0000159508,0.0092852307,0.0017522785,0.0000165013
10,2015-10-18,333933.98,0.5335705285,0.0046092359,0.0030226786,0.0034497999,0.0000160051,0.0098227547,0.0020717768,9.7861669E-6
11,2015-10-11,538384.22,0.4464171325,0.0094525004,0.0029682298,0.0048458211,5.3471562E-6,0.0167827007,0.0028943964,8.4823974E-6
12,2015-10-04,570367.24,0.4424133106,0.0083725212,0.0035700611,0.0049406882,0,0.0179175547,0.0030817562,0.0000190382
13,2015-09-27,318048.12,0.5564247846,0.0042873732,0.0026382539,0.0030887409,0,0.0087647984,0.0028223642,0.0000159555
14,2015-09-20,559818.31,0.4383729217,0.0094718146,0.0035568788,0.0052573576,0,0.0166146665,0.0037352705,0.0000228905
15,2015-09-13,331077.9,0.540198988,0.0045890025,0.0031818371,0.0035532822,0,0.0086388019,0.0031590888,7.0372533E-6
16,2015-09-06,637326.79,0.4383729217,0.0112017002,0.0037152347,0.0058796683,0,0.0192711323,0.0039259452,5.3525582E-6
17,2015-08-30,362232.28,0.5335705285,0.004114791,0.0044590609,0.0042957028,5.2746526E-6,0.0092863367,0.0032466963,0.0000289537
18,2015-08-23,372525.3,0.5335705285,0.0042165258,0.0043874427,0.00427684,0.0000262461,0.0095721695,0.0034466769,0.0000250739
19,2015-08-16,360308.77,0.5335705285,0.0039776853,0.0046241093,0.0043691433,0,0.009357088,0.0030063794,0.0000125233
20,2015-08-09,655821.9,0.4342949455,0.0098755073,0.0045863682,0.0060871287,0,0.0196233511,0.0042283777,0.0000318714
21,2015-08-02,371660.15,0.5268586824,0.0038539553,0.0047524745,0.0044213462,0,0.0096055762,0.003230191,0.0000260203
22,2015-07-26,379954.31,0.5335705285,0.0036192495,0.0046972454,0.0043139325,0,0.0101949853,0.0030760733,0.0000300965
23,2015-07-19,626841.5,0.4301783128,0.0066154031,0.0041253519,0.0048038604,0,0.0190148208,0.0047200001,0.0000387514
24,2015-07-12,402706.71,0.5335705285,0.0043333707,0.0046120824,0.0044764401,0.0003750291,0.0103224191,0.0038866789,0.0000342708
25,2015-07-05,718152.22,0.4383729217,0.0105047468,0.0054069794,0.0068396947,0,0.0210521871,0.0049275943,0.0000760877
26,2015-06-28,443970.6,0.5234704885,0.0048773759,0.0056926506,0.0053730711,0,0.0113605021,0.0038752615,0.0001030248
27,2015-06-21,669409.29,0.4301783128,0.0094802947,0.0055159073,0.0066114405,0,0.0193784164,0.0044080003,0.0021316083
28,2015-06-14,437896.64,0.540198988,0.0046538906,0.0054209867,0.0051193817,0,0.011948119,0.0027258193,0.0036123799
29,2015-06-07,683877.72,0.4424133106,0.0093565127,0.0049069715,0.0061545766,0,0.0218852179,0.0029723878,0.0000408366
30,2015-05-31,419158.75,0.5434829027,0.0044907365,0.0045547779,0.0044726636,0,0.0129638363,0.0017323685,0.0000227374
31,2015-05-24,757305.14,0.4503853629,0.0105475403,0.0046550913,0.0063337176,0,0.0248023669,0.0030723594,0.0000286435
32,2015-05-17,450603.36,0.5335705285,0.0045474101,0.0047999915,0.0046588264,0,0.0141122202,0.0017942449,0.0000534732
33,2015-05-10,435547.13,0.5467470936,0.0039154355,0.0045007644,0.0042655356,0,0.0137777463,0.0018132057,0.0000229416
34,2015-05-03,917424.76,0.4383729217,0.0134086562,0.0050915613,0.0075039212,0.000719742,0.0299036907,0.0039529006,0.0000141334
35,2015-04-26,476017.06,0.5368949876,0.0049610082,0.0047480227,0.0047704953,0.0008983379,0.0149157511,0.0020240811,0.0000471314
36,2015-04-19,434025.46,0.5302252258,0.0052359124,0.0043329938,0.0045395063,0,0.0134028611,0.0019013408,0.0000161165
37,2015-04-12,692569.85,0.4464171325,0.0097994291,0.0035521007,0.0053511964,0,0.0228396004,0.0030791979,0.0000234992
38,2015-04-05,510738.88,0.4882972084,0.0071930993,0.0037068972,0.0047032447,0.0006115655,0.0161611432,0.0023794778,0.0000358887
39,2015-03-29,370065.74,0.5368949876,0.0049510926,0.0035477597,0.0039130018,0,0.0114123895,0.0016096558,0.0000342669
40,2015-03-22,642934.25,0.4342949455,0.0092457105,0.0038291678,0.0053781544,0,0.0208879764,0.0028406407,0.0000648728
41,2015-03-15,371716.28,0.5627841315,0.0043514052,0.0029084301,0.0032942473,0,0.0119002011,0.0017265926,0.0000572744
